vid	yid	start	end	raw-text	tokenized-text	gloss	split	duration_sec	word_count
T6YFwhrRwh0-00:03:43.689-00:03:49.729	T6YFwhrRwh0	00:03:43.689	00:03:49.729	The best part about ALDA is that you meet others with similar experiences.	the best part about alda is that you meet others with similar experiences		train	6.039999999999992	13
T6YFwhrRwh0-00:03:41.354-00:03:43.689	T6YFwhrRwh0	00:03:41.354	00:03:43.689	That's a tough spot.	that 's a tough spot		train	2.335000000000008	5
T6YFwhrRwh0-00:03:39.953-00:03:41.354	T6YFwhrRwh0	00:03:39.953	00:03:41.354	Exactly.	exactly		train	1.400999999999982	1
T6YFwhrRwh0-00:03:33.346-00:03:38.752	T6YFwhrRwh0	00:03:33.346	00:03:38.752	So you grow up used to things a certain way, then you get older... something happens.	so you grow up used to things a certain way then you get older ... something happens		train	5.406000000000006	17
T6YFwhrRwh0-00:03:25.438-00:03:33.346	T6YFwhrRwh0	00:03:25.438	00:03:33.346	"Then later, you know that quote, ""The older you become, the harder it gets."""	then later you know that quote the older you become the harder it gets		train	7.908000000000015	14
T6YFwhrRwh0-00:04:02.709-00:04:09.049	T6YFwhrRwh0	00:04:02.709	00:04:09.049	"So, related to the movie, ""Sound of Metal,"" do you yourself have thoughts."	so related to the movie sound of metal do you yourself have thoughts		train	6.340000000000003	13
T6YFwhrRwh0-00:06:52.144-00:06:55.314	T6YFwhrRwh0	00:06:52.144	00:06:55.314	This is a different story than babies of course.	this is a different story than babies of course		train	3.170000000000016	9
T6YFwhrRwh0-00:04:57.497-00:04:58.932	T6YFwhrRwh0	00:04:57.497	00:04:58.932	You know what I mean?	you know what i mean		train	1.4350000000000025	5
T6YFwhrRwh0-00:05:01.668-00:05:03.089	T6YFwhrRwh0	00:05:01.668	00:05:03.089	"Some parts I was like, ""Right!"	some parts i was like right		train	1.4209999999999925	6
T6YFwhrRwh0-00:06:44.737-00:06:47.841	T6YFwhrRwh0	00:06:44.737	00:06:47.841	No one told me that was the wrong thing to do.	no one told me that was the wrong thing to do		train	3.103999999999985	11
T6YFwhrRwh0-00:06:42.201-00:06:44.737	T6YFwhrRwh0	00:06:42.201	00:06:44.737	I posted on Facebook and social media.	i posted on facebook and social media		train	2.5360000000000014	7
T6YFwhrRwh0-00:06:38.398-00:06:42.201	T6YFwhrRwh0	00:06:38.398	00:06:42.201	I was very transparent and open when I decided to get a CI.	i was very transparent and open when i decided to get a ci		train	3.802999999999997	13
T6YFwhrRwh0-00:06:36.463-00:06:38.398	T6YFwhrRwh0	00:06:36.463	00:06:38.398	That was not true in my case.	that was not true in my case		train	1.9350000000000025	7
T6YFwhrRwh0-00:06:03.797-00:06:07.968	T6YFwhrRwh0	00:06:03.797	00:06:07.968	Getting two CIs immediately after your hearing loss can be overwhelming.	getting two cis immediately after your hearing loss can be overwhelming		train	4.170999999999992	11
T6YFwhrRwh0-00:05:59.358-00:06:03.797	T6YFwhrRwh0	00:05:59.358	00:06:03.797	Some get two at the same time, but most do not.	some get two at the same time but most do not		train	4.439000000000021	11
T6YFwhrRwh0-00:05:55.322-00:05:59.358	T6YFwhrRwh0	00:05:55.322	00:05:59.358	They will get one, then adjust to it, then get the second.	they will get one then adjust to it then get the second		train	4.036000000000001	12
T6YFwhrRwh0-00:05:50.783-00:05:55.322	T6YFwhrRwh0	00:05:50.783	00:05:55.322	Most late-deafened don't tend to get two CIs immediately.	most late deafened do n't tend to get two cis immediately		train	4.538999999999987	11
T6YFwhrRwh0-00:04:58.932-00:05:01.668	T6YFwhrRwh0	00:04:58.932	00:05:01.668	Some of the movie was funny, it was good.	some of the movie was funny it was good		train	2.73599999999999	9
T6YFwhrRwh0-00:05:29.930-00:05:33.533	T6YFwhrRwh0	00:05:29.930	00:05:33.533	But they do tend to pay for CIs.	but they do tend to pay for cis		train	3.6030000000000086	8
T6YFwhrRwh0-00:05:26.091-00:05:29.930	T6YFwhrRwh0	00:05:26.091	00:05:29.930	They tend not to pay for hearing aids.	they tend not to pay for hearing aids		train	3.838999999999999	8
T6YFwhrRwh0-00:05:18.951-00:05:26.091	T6YFwhrRwh0	00:05:18.951	00:05:26.091	I had my CI surgery three years ago and it was fully covered by insurance.	i had my ci surgery three years ago and it was fully covered by insurance		train	7.139999999999986	15
T6YFwhrRwh0-00:05:17.516-00:05:18.951	T6YFwhrRwh0	00:05:17.516	00:05:18.951	Now they are covered.	now they are covered		train	1.4350000000000025	4
T6YFwhrRwh0-00:05:15.247-00:05:17.516	T6YFwhrRwh0	00:05:15.247	00:05:17.516	That's old information and it is no longer true.	that 's old information and it is no longer true		train	2.269000000000005	10
T6YFwhrRwh0-00:05:08.708-00:05:15.247	T6YFwhrRwh0	00:05:08.708	00:05:15.247	"One part of the movie said, ""cochlear implants are not covered by insurance."""	one part of the movie said cochlear implants are not covered by insurance		train	6.538999999999987	13
T6YFwhrRwh0-00:05:03.470-00:05:08.708	T6YFwhrRwh0	00:05:03.470	00:05:08.708	But, also, some parts of the movie had wrong information, or should I say, old information.	but also some parts of the movie had wrong information or should i say old information		train	5.238	16
T6YFwhrRwh0-00:05:47.012-00:05:49.716	T6YFwhrRwh0	00:05:47.012	00:05:49.716	He got two cochlear implants.	he got two cochlear implants		train	2.704000000000008	5
MlkCkPmoWPs-00:04:34.774-00:04:41.947	MlkCkPmoWPs	00:04:34.774	00:04:41.947	He thinks it should be all there on one screen, just like many other states provide.	he thinks it should be all there on one screen just like many other states provide		train	7.173000000000002	16
MlkCkPmoWPs-00:03:53.400-00:03:57.736	MlkCkPmoWPs	00:03:53.400	00:03:57.736	I did a story on his work a couple of weeks ago.	i did a story on his work a couple of weeks ago		train	4.335999999999984	12
MlkCkPmoWPs-00:03:34.212-00:03:41.805	MlkCkPmoWPs	00:03:34.212	00:03:41.805	"Cuomo's tone and ""heart"" in ASL."	cuomo 's tone and heart in asl		train	7.593000000000018	7
MlkCkPmoWPs-00:03:28.289-00:03:34.212	MlkCkPmoWPs	00:03:28.289	00:03:34.212	He said his goal is to convey Gov.	he said his goal is to convey gov.		train	5.923000000000002	8
MlkCkPmoWPs-00:02:58.387-00:03:01.931	MlkCkPmoWPs	00:02:58.387	00:03:01.931	They said they hear us but we need your support.	they said they hear us but we need your support		train	3.544000000000011	10
MlkCkPmoWPs-00:02:47.611-00:02:49.419	MlkCkPmoWPs	00:02:47.611	00:02:49.419	I need your support.	i need your support		train	1.8079999999999927	4
MlkCkPmoWPs-00:02:45.288-00:02:47.611	MlkCkPmoWPs	00:02:45.288	00:02:47.611	I'm working on the process.	i 'm working on the process		train	2.322999999999979	6
MlkCkPmoWPs-00:02:42.037-00:02:45.289	MlkCkPmoWPs	00:02:42.037	00:02:45.289	There is a studio with multiple screens.	there is a studio with multiple screens		train	3.251999999999981	7
MlkCkPmoWPs-00:02:38.991-00:02:42.037	MlkCkPmoWPs	00:02:38.991	00:02:42.037	I've been interpreting here since and I'm working with a good team.	i 've been interpreting here since and i 'm working with a good team		train	3.0460000000000207	14
MlkCkPmoWPs-00:02:34.487-00:02:38.991	MlkCkPmoWPs	00:02:34.487	00:02:38.991	I'm unable to be with the governor as he is in a different building.	i 'm unable to be with the governor as he is in a different building		train	4.503999999999991	15
MlkCkPmoWPs-00:02:31.901-00:02:34.487	MlkCkPmoWPs	00:02:31.901	00:02:34.487	I'm in a separate room.	i 'm in a separate room		train	2.5859999999999843	6
MlkCkPmoWPs-00:02:28.538-00:02:31.901	MlkCkPmoWPs	00:02:28.538	00:02:31.901	That's how it works.	that 's how it works		train	3.3629999999999995	5
MlkCkPmoWPs-00:02:23.894-00:02:28.538	MlkCkPmoWPs	00:02:23.894	00:02:28.538	This chair is for the feeder.	this chair is for the feeder		train	4.6440000000000055	6
MlkCkPmoWPs-00:02:20.264-00:02:23.894	MlkCkPmoWPs	00:02:20.264	00:02:23.894	I don't want to point in the wrong directions for people sitting next to him.	i do n't want to point in the wrong directions for people sitting next to him		train	3.629999999999996	16
MlkCkPmoWPs-00:02:16.552-00:02:20.264	MlkCkPmoWPs	00:02:16.552	00:02:20.264	The screen you see here shows what the governor is doing real-time.	the screen you see here shows what the governor is doing real time		train	3.7120000000000175	13
MlkCkPmoWPs-00:05:38.134-00:05:40.048	MlkCkPmoWPs	00:05:38.134	00:05:40.048	Cuomo is speaking LIVE.	cuomo is speaking live		train	1.9139999999999875	4
hgi6y5hyASs-00:02:19.006-00:02:26.979	hgi6y5hyASs	00:02:19.006	00:02:26.979	They were strangers with black masks that had holes around their eyes.	they were strangers with black masks that had holes around their eyes		train	7.972999999999985	12
hgi6y5hyASs-00:02:12.299-00:02:19.006	hgi6y5hyASs	00:02:12.299	00:02:19.006	Then there were other men and they grabbed my backpack and jumped me.	then there were other men and they grabbed my backpack and jumped me		train	6.706999999999994	13
hgi6y5hyASs-00:02:08.260-00:02:12.299	hgi6y5hyASs	00:02:08.260	00:02:12.299	I just walked past them.	i just walked past them		train	4.039000000000016	5
hgi6y5hyASs-00:02:04.457-00:02:08.260	hgi6y5hyASs	00:02:04.457	00:02:08.260	I saw two men standing there.	i saw two men standing there		train	3.802999999999997	6
hgi6y5hyASs-00:01:58.718-00:02:04.457	hgi6y5hyASs	00:01:58.718	00:02:04.457	It took me 44 minutes to my apartment by my workplace.	it took me 44 minutes to my apartment by my workplace		train	5.73899999999999	11
hgi6y5hyASs-00:01:54.081-00:01:58.718	hgi6y5hyASs	00:01:54.081	00:01:58.718	I was walking and it was dark outside.	i was walking and it was dark outside		train	4.6370000000000005	8
hgi6y5hyASs-00:01:49.543-00:01:54.081	hgi6y5hyASs	00:01:49.543	00:01:54.081	I was working until 9:30.	i was working until 9:30		train	4.537999999999997	5
hgi6y5hyASs-00:01:18.778-00:01:25.986	hgi6y5hyASs	00:01:18.778	00:01:25.986	Just everything, it was all gone.	just everything it was all gone		train	7.208000000000013	6
hgi6y5hyASs-00:01:02.462-00:01:06.667	hgi6y5hyASs	00:01:02.462	00:01:06.667	After work, I got home and it already happened.	after work i got home and it already happened		train	4.204999999999998	9
hgi6y5hyASs-00:01:00.127-00:01:02.462	hgi6y5hyASs	00:01:00.127	00:01:02.462	I was working.	i was working		train	2.335000000000001	3
hgi6y5hyASs-00:00:33.533-00:00:36.802	hgi6y5hyASs	00:00:33.533	00:00:36.802	I am from Jacksonville, Florida.	i am from jacksonville florida		train	3.2689999999999984	5
hgi6y5hyASs-00:00:28.762-00:00:33.533	hgi6y5hyASs	00:00:28.762	00:00:33.533	My name is Jordan Whitty.	my name is jordan whitty		train	4.771000000000001	5
hgi6y5hyASs-00:00:23.589-00:00:28.762	hgi6y5hyASs	00:00:23.589	00:00:28.762	His name is Jordan Whitty.	his name is jordan whitty		train	5.173000000000002	5
MlkCkPmoWPs-00:05:40.048-00:05:41.716	MlkCkPmoWPs	00:05:40.048	00:05:41.716	Captioned by aslcaptions.com	captioned by aslcaptions.com		train	1.6680000000000064	3
hgi6y5hyASs-00:01:15.275-00:01:18.778	hgi6y5hyASs	00:01:15.275	00:01:18.778	They stole my shoes.	they stole my shoes		train	3.502999999999986	4
hgi6y5hyASs-00:02:26.979-00:02:29.081	hgi6y5hyASs	00:02:26.979	00:02:29.081	I couldn't see their faces.	i could n't see their faces		train	2.102000000000004	6
ATIQfcSoD1k-00:13:03.490-00:13:06.120	ATIQfcSoD1k	00:13:03.490	00:13:06.120	It had very positive framing.	it had very positive framing		train	2.6299999999999955	5
ATIQfcSoD1k-00:12:58.932-00:13:03.490	ATIQfcSoD1k	00:12:58.932	00:13:03.490	Just like the Disney video with the ASL Nook family.	just like the disney video with the asl nook family		train	4.557999999999993	10
ATIQfcSoD1k-00:12:46.580-00:12:53.879	ATIQfcSoD1k	00:12:46.580	00:12:53.879	Deanne: That will only happen if they are open-minded and willing to work together.	deanne that will only happen if they are open minded and willing to work together		train	7.298999999999978	15
ATIQfcSoD1k-00:12:39.299-00:12:45.639	ATIQfcSoD1k	00:12:39.299	00:12:45.639	"So is there's a disparity in how they view us, that they ""take care"" of us rather than look at us as equals?"	so is there 's a disparity in how they view us that they take care of us rather than look at us as equals		train	6.340000000000032	24
ATIQfcSoD1k-00:12:23.840-00:12:29.899	ATIQfcSoD1k	00:12:23.840	00:12:29.899	Alex: That's something that they might miss out on, by not hiring Deaf employees.	alex that 's something that they might miss out on by not hiring deaf employees		train	6.058999999999969	15
ATIQfcSoD1k-00:12:20.870-00:12:23.080	ATIQfcSoD1k	00:12:20.870	00:12:23.080	More would be nice.	more would be nice		train	2.2100000000000364	4
ATIQfcSoD1k-00:13:06.600-00:13:09.203	ATIQfcSoD1k	00:13:06.600	00:13:09.203	Its focus was on what made the child feel inspired.	its focus was on what made the child feel inspired		train	2.602999999999952	10
ATIQfcSoD1k-00:12:15.460-00:12:20.870	ATIQfcSoD1k	00:12:15.460	00:12:20.870	Deanne: Not that I'm aware of, except for Marlee.	deanne not that i 'm aware of except for marlee		train	5.409999999999968	10
ATIQfcSoD1k-00:12:01.000-00:12:07.000	ATIQfcSoD1k	00:12:01.000	00:12:07.000	That's what Julie said, to hire Deaf consultants, to have  that interaction and create employment opportunities for Deaf people.	that 's what julie said to hire deaf consultants to have that interaction and create employment opportunities for deaf people		train	6.0	20
ATIQfcSoD1k-00:11:58.320-00:12:00.820	ATIQfcSoD1k	00:11:58.320	00:12:00.820	So they provided opportunities for Deaf people.	so they provided opportunities for deaf people		train	2.5	7
ATIQfcSoD1k-00:11:53.940-00:11:58.320	ATIQfcSoD1k	00:11:53.940	00:11:58.320	They realized they didn't have the expertise, that they were nothing without Deaf people.	they realized they did n't have the expertise that they were nothing without deaf people		train	4.379999999999996	15
ATIQfcSoD1k-00:11:48.865-00:11:53.240	ATIQfcSoD1k	00:11:48.865	00:11:53.240	That was an opportunity to collaborate with Deaf employees.	that was an opportunity to collaborate with deaf employees		train	4.375	9
ATIQfcSoD1k-00:11:43.736-00:11:48.865	ATIQfcSoD1k	00:11:43.736	00:11:48.865	They could provide tech support, tutorials on how to use the program.	they could provide tech support tutorials on how to use the program		train	5.129000000000019	12
ATIQfcSoD1k-00:11:38.580-00:11:43.736	ATIQfcSoD1k	00:11:38.580	00:11:43.736	They hired Deaf employees, they had their own offices, their own VP.	they hired deaf employees they had their own offices their own vp		train	5.155999999999949	12
ATIQfcSoD1k-00:11:35.686-00:11:37.298	ATIQfcSoD1k	00:11:35.686	00:11:37.298	Hire Deaf employees.	hire deaf employees		train	1.6119999999999663	3
ATIQfcSoD1k-00:11:34.379-00:11:35.686	ATIQfcSoD1k	00:11:34.379	00:11:35.686	What did they do?	what did they do		train	1.3070000000000164	4
ATIQfcSoD1k-00:11:32.600-00:11:34.159	ATIQfcSoD1k	00:11:32.600	00:11:34.159	They didn't know how to sign.	they did n't know how to sign		train	1.558999999999969	7
ATIQfcSoD1k-00:12:07.539-00:12:15.200	ATIQfcSoD1k	00:12:07.539	00:12:15.200	Alex: Are you aware if Starkey has any Deaf employees currently?	alex are you aware if starkey has any deaf employees currently		train	7.661000000000058	11
MlkCkPmoWPs-00:01:47.460-00:01:54.447	MlkCkPmoWPs	00:01:47.460	00:01:54.447	Cuomo is a Certified Deaf Interpreter named Arkady Belozovsky.	cuomo is a certified deaf interpreter named arkady belozovsky		train	6.986999999999995	9
ATIQfcSoD1k-00:13:09.203-00:13:11.860	ATIQfcSoD1k	00:13:09.203	00:13:11.860	It was not about how to make viewers feel inspired.	it was not about how to make viewers feel inspired		train	2.657000000000039	10
ATIQfcSoD1k-00:13:14.120-00:13:20.120	ATIQfcSoD1k	00:13:14.120	00:13:20.120	So, I hope SHF will learn and follow Disney's incredible model.	so i hope shf will learn and follow disney 's incredible model		train	6.0	12
MlkCkPmoWPs-00:00:03.921-00:00:09.058	MlkCkPmoWPs	00:00:03.921	00:00:09.058	The New York state now provides ASL interpreters for Gov.	the new york state now provides asl interpreters for gov.		train	5.1370000000000005	10
ATIQfcSoD1k-00:14:30.918-00:14:34.296	ATIQfcSoD1k	00:14:30.918	00:14:34.296	Again, I emphasize, hearing aids is not a language.	again i emphasize hearing aids is not a language		train	3.3780000000000427	9
ATIQfcSoD1k-00:13:12.039-00:13:13.899	ATIQfcSoD1k	00:13:12.039	00:13:13.899	That's two different things.	that 's two different things		train	1.8600000000000136	5
ATIQfcSoD1k-00:14:12.759-00:14:15.232	ATIQfcSoD1k	00:14:12.759	00:14:15.232	"Alex: So Starkey is ""missing out."""	alex so starkey is missing out		train	2.4729999999999563	6
ATIQfcSoD1k-00:14:04.659-00:14:11.679	ATIQfcSoD1k	00:14:04.659	00:14:11.679	Deanne: That's how the use of media can reach a whole new audience -- the Deaf community.	deanne that 's how the use of media can reach a whole new audience -- the deaf community		train	7.019999999999982	18
